nome,id_pokedex,geracao,status,especie,num_tipos,tipo_primario,tipo_secundario,altura_m,peso_kg,num_habilidades,habilidade_1,habilidade_2,habilidade_escondida,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,taxa_crescimento,porcentagem_macho
Roserade,407,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,75,Medium Slow,50.0
Cranidos,408,4,Normal,Head Butt Pokémon,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350,67,125,40,30,30,58,45,Erratic,87.5
Rampardos,409,4,Normal,Head Butt Pokémon,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495,97,165,60,65,50,58,45,Erratic,87.5
Shieldon,410,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57.0,2,Sturdy,,Soundproof,350,30,42,118,42,88,30,45,Erratic,87.5
Bastiodon,411,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495,60,52,168,47,138,30,45,Erratic,87.5
Burmy,412,4,Normal,Bagworm Pokémon,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224,40,29,45,29,45,36,120,Medium Fast,50.0
Wormadam Plant Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424,60,59,85,79,105,36,45,Medium Fast,0.0
Wormadam Sandy Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424,60,79,105,59,85,36,45,Medium Fast,0.0
Wormadam Trash Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424,60,69,95,69,95,36,45,Medium Fast,0.0
Mothim,414,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424,70,94,50,94,50,66,45,Medium Fast,100.0
Combee,415,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244,30,30,42,30,42,70,120,Medium Slow,87.5
Vespiquen,416,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474,70,80,102,80,102,40,45,Medium Slow,0.0
Pachirisu,417,4,Normal,EleSquirrel Pokémon,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,200,Medium Fast,50.0
Buizel,418,4,Normal,Sea Weasel Pokémon,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330,55,65,35,60,30,85,190,Medium Fast,50.0
Floatzel,419,4,Normal,Sea Weasel Pokémon,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495,85,105,55,85,50,115,75,Medium Fast,50.0
Cherubi,420,4,Normal,Cherry Pokémon,1,Grass,,0.4,3.3,1,Chlorophyll,,,275,45,35,45,62,53,35,190,Medium Fast,50.0
Cherrim,421,4,Normal,Blossom Pokémon,1,Grass,,0.5,9.3,1,Flower Gift,,,450,70,60,70,87,78,85,75,Medium Fast,50.0
Shellos,422,4,Normal,Sea Slug Pokémon,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,190,Medium Fast,50.0
Gastrodon,423,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,75,Medium Fast,50.0
Ambipom,424,4,Normal,Long Tail Pokémon,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,45,Fast,50.0
Drifloon,425,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,125,Fluctuating,50.0
Drifblim,426,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15.0,3,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,60,Fluctuating,50.0
Buneary,427,4,Normal,Rabbit Pokémon,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350,55,66,44,44,56,85,190,Medium Fast,50.0
Lopunny,428,4,Normal,Rabbit Pokémon,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,60,Medium Fast,50.0
Mega Lopunny,428,4,Normal,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580,65,136,94,54,96,135,60,Medium Fast,50.0
Mismagius,429,4,Normal,Magical Pokémon,1,Ghost,,0.9,4.4,1,Levitate,,,495,60,60,60,105,105,105,45,Fast,50.0
Honchkrow,430,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,30,Medium Slow,50.0
Glameow,431,4,Normal,Catty Pokémon,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310,49,55,42,42,37,85,190,Fast,25.0
Purugly,432,4,Normal,Tiger Cat Pokémon,1,Normal,,1.0,43.8,3,Thick Fat,Own Tempo,Defiant,452,71,82,64,64,59,112,75,Fast,25.0
Chingling,433,4,Normal,Bell Pokémon,1,Psychic,,0.2,0.6,1,Levitate,,,285,45,30,50,65,50,45,120,Fast,50.0
Stunky,434,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329,63,63,47,41,41,74,225,Medium Fast,50.0
Skuntank,435,4,Normal,Skunk Pokémon,2,Poison,Dark,1.0,38.0,3,Stench,Aftermath,Keen Eye,479,103,93,67,71,61,84,60,Medium Fast,50.0
Bronzor,436,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300,57,24,86,24,86,23,255,Medium Fast,
Bronzong,437,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187.0,3,Levitate,Heatproof,Heavy Metal,500,67,89,116,79,116,33,90,Medium Fast,
Bonsly,438,4,Normal,Bonsai Pokémon,1,Rock,,0.5,15.0,3,Sturdy,Rock Head,Rattled,290,50,80,95,10,45,10,255,Medium Fast,50.0
Mime Jr.,439,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13.0,3,Soundproof,Filter,Technician,310,20,25,45,70,90,60,145,Medium Fast,50.0
Happiny,440,4,Normal,Playhouse Pokémon,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,15,65,30,130,Fast,0.0
Chatot,441,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,92,42,91,30,Medium Slow,50.0
Spiritomb,442,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1.0,108.0,2,Pressure,,Infiltrator,485,50,92,108,92,108,35,100,Medium Fast,50.0
Gible,443,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300,58,70,45,40,45,42,45,Slow,50.0
Gabite,444,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56.0,2,Sand Veil,,Rough Skin,410,68,90,65,50,55,82,45,Slow,50.0
Garchomp,445,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95.0,2,Sand Veil,,Rough Skin,600,108,130,95,80,85,102,45,Slow,50.0
Mega Garchomp,445,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95.0,1,Sand Force,,,700,108,170,115,120,95,92,45,Slow,50.0
Munchlax,446,4,Normal,Big Eater Pokémon,1,Normal,,0.6,105.0,3,Pickup,Thick Fat,Gluttony,390,135,85,40,40,85,5,50,Slow,87.5
Riolu,447,4,Normal,Emanation Pokémon,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285,40,70,40,35,40,60,75,Medium Slow,87.5
Lucario,448,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54.0,3,Steadfast,Inner Focus,Justified,525,70,110,70,115,70,90,45,Medium Slow,87.5
Mega Lucario,448,4,Normal,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625,70,145,88,140,70,112,45,Medium Slow,87.5
Hippopotas,449,4,Normal,Hippo Pokémon,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330,68,72,78,38,42,32,140,Slow,50.0
Hippowdon,450,4,Normal,Heavyweight Pokémon,1,Ground,,2.0,300.0,2,Sand Stream,,Sand Force,525,108,112,118,68,72,47,60,Slow,50.0
Skorupi,451,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12.0,3,Battle Armor,Sniper,Keen Eye,330,40,50,90,30,55,65,120,Slow,50.0
Drapion,452,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500,70,90,110,60,75,95,45,Slow,50.0
Croagunk,453,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23.0,3,Anticipation,Dry Skin,Poison Touch,300,48,61,40,61,40,50,140,Medium Fast,50.0
Toxicroak,454,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490,83,106,65,86,65,85,75,Medium Fast,50.0
Carnivine,455,4,Normal,Bug Catcher Pokémon,1,Grass,,1.4,27.0,1,Levitate,,,454,74,100,72,90,72,46,200,Slow,50.0
Finneon,456,4,Normal,Wing Fish Pokémon,1,Water,,0.4,7.0,3,Swift Swim,Storm Drain,Water Veil,330,49,49,56,49,61,66,190,Erratic,50.0
Lumineon,457,4,Normal,Neon Pokémon,1,Water,,1.2,24.0,3,Swift Swim,Storm Drain,Water Veil,460,69,69,76,69,86,91,75,Erratic,50.0
Mantyke,458,4,Normal,Kite Pokémon,2,Water,Flying,1.0,65.0,3,Swift Swim,Water Absorb,Water Veil,345,45,20,50,60,120,50,25,Slow,50.0
Snover,459,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1.0,50.5,2,Snow Warning,,Soundproof,334,60,62,50,62,60,40,120,Slow,50.0
Abomasnow,460,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494,90,92,75,92,85,60,60,Slow,50.0
Mega Abomasnow,460,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.7,185.0,1,Snow Warning,,,594,90,132,105,132,105,30,60,Slow,50.0
Weavile,461,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34.0,2,Pressure,,Pickpocket,510,70,120,65,45,85,125,45,Medium Slow,50.0
Magnezone,462,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180.0,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,30,Medium Fast,
Lickilicky,463,4,Normal,Licking Pokémon,1,Normal,,1.7,140.0,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,30,Medium Fast,50.0
Rhyperior,464,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,30,Slow,50.0
Tangrowth,465,4,Normal,Vine Pokémon,1,Grass,,2.0,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,30,Medium Fast,50.0
Electivire,466,4,Normal,Thunderbolt Pokémon,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,30,Medium Fast,75.0
Magmortar,467,4,Normal,Blast Pokémon,1,Fire,,1.6,68.0,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,30,Medium Fast,75.0
Togekiss,468,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38.0,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,30,Fast,87.5
Yanmega,469,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,30,Medium Fast,50.0
Leafeon,470,4,Normal,Verdant Pokémon,1,Grass,,1.0,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,45,Medium Fast,87.5
Glaceon,471,4,Normal,Fresh Snow Pokémon,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45,Medium Fast,87.5
Gliscor,472,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2.0,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30,Medium Slow,50.0
Mamoswine,473,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291.0,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50,Slow,50.0
Porygon-Z,474,4,Normal,Virtual Pokémon,1,Normal,,0.9,34.0,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30,Medium Fast,
Gallade,475,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52.0,2,Steadfast,,Justified,518,68,125,65,65,115,80,45,Slow,100.0
Mega Gallade,475,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,45,Slow,100.0
Probopass,476,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340.0,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60,Medium Fast,50.0
Dusknoir,477,4,Normal,Gripper Pokémon,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,45,Fast,50.0
Froslass,478,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75,Medium Fast,0.0
Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,45,Medium Fast,
Heat Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,Medium Fast,
Wash Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,Medium Fast,
Frost Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,Medium Fast,
Fan Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,Medium Fast,
Mow Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,Medium Fast,
Uxie,480,4,Sub Legendary,Knowledge Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,3,Slow,
Mesprit,481,4,Sub Legendary,Emotion Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,3,Slow,
Azelf,482,4,Sub Legendary,Willpower Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,3,Slow,
Dialga,483,4,Legendary,Temporal Pokémon,2,Steel,Dragon,5.4,683.0,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3,Slow,
Palkia,484,4,Legendary,Spatial Pokémon,2,Water,Dragon,4.2,336.0,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3,Slow,
Heatran,485,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,1.7,430.0,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3,Slow,50.0
Regigigas,486,4,Sub Legendary,Colossal Pokémon,1,Normal,,3.7,420.0,1,Slow Start,,,670,110,160,110,80,110,100,3,Slow,
Giratina Altered Forme,487,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,4.5,750.0,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3,Slow,
Giratina Origin Forme,487,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,6.9,650.0,1,Levitate,,,680,150,120,100,120,100,90,3,Slow,
Cresselia,488,4,Sub Legendary,Lunar Pokémon,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,3,Slow,0.0
Phione,489,4,Mythical,Sea Drifter Pokémon,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,80,80,30,Slow,
Manaphy,490,4,Mythical,Seafaring Pokémon,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,3,Slow,
Darkrai,491,4,Mythical,Pitch-Black Pokémon,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,3,Slow,
Shaymin Land Forme,492,4,Mythical,Gratitude Pokémon,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,45,Medium Slow,
Shaymin Sky Forme,492,4,Mythical,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,45,Medium Slow,
Arceus,493,4,Mythical,Alpha Pokémon,1,Normal,,3.2,320.0,1,Multitype,,,720,120,120,120,120,120,120,3,Slow,
Victini,494,5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4.0,1,Victory Star,,,600,100,100,100,100,100,100,3,Slow,
Snivy,495,5,Normal,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45,Medium Slow,87.5
Servine,496,5,Normal,Grass Snake Pokémon,1,Grass,,0.8,16.0,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45,Medium Slow,87.5
Serperior,497,5,Normal,Regal Pokémon,1,Grass,,3.3,63.0,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45,Medium Slow,87.5
Tepig,498,5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,Medium Slow,87.5
Pignite,499,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,Medium Slow,87.5
Emboar,500,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,,Reckless,528,110,123,65,100,65,65,45,Medium Slow,87.5
Oshawott,501,5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,Medium Slow,87.5
Dewott,502,5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,Medium Slow,87.5
Samurott,503,5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,Medium Slow,87.5
Patrat,504,5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,Medium Fast,50.0
Watchog,505,5,Normal,Lookout Pokémon,1,Normal,,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,Medium Fast,50.0
Lillipup,506,5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,Medium Slow,50.0
Herdier,507,5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,Medium Slow,50.0
Stoutland,508,5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,Medium Slow,50.0
Purrloin,509,5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,Medium Fast,50.0
Liepard,510,5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,Medium Fast,50.0
Pansage,511,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,Medium Fast,87.5
Simisage,512,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,Medium Fast,87.5
Pansear,513,5,Normal,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,Medium Fast,87.5
Simisear,514,5,Normal,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,Medium Fast,87.5
Panpour,515,5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,Medium Fast,87.5
Simipour,516,5,Normal,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,Medium Fast,87.5
Munna,517,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,Fast,50.0
Musharna,518,5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,Fast,50.0
Pidove,519,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,Medium Slow,50.0
Tranquill,520,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,Medium Slow,50.0
Unfezant,521,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,Medium Slow,50.0
Blitzle,522,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,Medium Fast,50.0
Zebstrika,523,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,Medium Fast,50.0
Roggenrola,524,5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,Medium Slow,50.0
Boldore,525,5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,Medium Slow,50.0
Gigalith,526,5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,Medium Slow,50.0
Woobat,527,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,Medium Fast,50.0
Swoobat,528,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,Medium Fast,50.0
Drilbur,529,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,Medium Fast,50.0
Excadrill,530,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,Medium Fast,50.0
Audino,531,5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,Fast,50.0
Mega Audino,531,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,1,Healer,,,545,103,60,126,80,126,50,255,Fast,50.0
Timburr,532,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,Medium Slow,75.0
Gurdurr,533,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,Medium Slow,75.0
Conkeldurr,534,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,Medium Slow,75.0
Tympole,535,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,Medium Slow,50.0
Palpitoad,536,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,Medium Slow,50.0
Seismitoad,537,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,Medium Slow,50.0
Throh,538,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,Medium Fast,100.0
Sawk,539,5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,Medium Fast,100.0
Sewaddle,540,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,Medium Slow,50.0
Swadloon,541,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,Medium Slow,50.0
Leavanny,542,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,Medium Slow,50.0
Venipede,543,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,Medium Slow,50.0
Whirlipede,544,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,Medium Slow,50.0
Scolipede,545,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,Medium Slow,50.0
Cottonee,546,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,Medium Fast,50.0
Whimsicott,547,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,Medium Fast,50.0
Petilil,548,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,Medium Fast,0.0
Lilligant,549,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,Medium Fast,0.0
Basculin Red-Striped Form,550,5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,Medium Fast,50.0
Basculin Blue-Striped Form,550,5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,Medium Fast,50.0
Sandile,551,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,Medium Slow,50.0
Krokorok,552,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,Medium Slow,50.0
Krookodile,553,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,Medium Slow,50.0
